timestamp,total_memory,used_memory,free_memory
2023-11-23 10:24:21,251678,1010,241494
2023-11-23 10:24:41,251678,2360,240145
2023-11-23 10:25:01,251678,2704,239800
2023-11-23 10:25:21,251678,2711,239793
2023-11-23 10:25:41,251678,2587,239918
2023-11-23 10:26:01,251678,3194,239310
2023-11-23 10:26:21,251678,3728,238776
2023-11-23 10:26:41,251678,3768,238737
2023-11-23 10:27:01,251678,3769,238736
2023-11-23 10:27:21,251678,3769,238736
2023-11-23 10:27:41,251678,3776,238728
2023-11-23 10:28:01,251678,3997,238508
2023-11-23 10:28:21,251678,3908,238596
2023-11-23 10:28:41,251678,3735,238769
2023-11-23 10:29:01,251678,3730,238774
2023-11-23 10:29:21,251678,3734,238770
2023-11-23 10:29:41,251678,3725,238779
2023-11-23 10:30:01,251678,3730,238774
2023-11-23 10:30:21,251678,3734,238770
2023-11-23 10:30:41,251678,3649,238855
2023-11-23 10:31:01,251678,9451,233053
2023-11-23 10:31:21,251678,12974,229530
2023-11-23 10:31:41,251678,13207,229297
2023-11-23 10:32:01,251678,11815,230689
